bdrc_id,en,zh,bo,bo_unicode,gender,birth,death,teachers,students,tol
P0RK1711,Khepé Wangpo Palden Zangpo,,mkhas pa'i dbang po dpal ldan bzang po,མཁས་པའི་དབང་པོ་དཔལ་ལྡན་བཟང་པོ།,M,,,P0RK1709|P0RK1710,P9207,909.0
P0RK1709,Jamyang Shyönnu Lodrö,,'jam dbyangs gzhon nu blo gros,འཇམ་དབྱངས་གཞོན་ནུ་བློ་གྲོས།,M,,,P5937,P0RK1711|P0RK1710,907.0
P5937,Mü Chen Rabjam Pa Tuk Chen Pal Zang,,mus chen rab 'byams pa thugs chen dpal bzang ,མུས་ཆེན་རབ་འབྱམས་པ་ཐུགས་ཆེན་དཔལ་བཟང་།,M,,,P1042,P0RK1709,8502.0
P0RK1710,Darpa Rabjam Pa Drakpa Gyaltsen,,'dar pa rab 'byams pa grags pa rgyal mtshan,འདར་པ་རབ་འབྱམས་པ་གྲགས་པ་རྒྱལ་མཚན།,M,,,P0RK1709,P0RK1711,908.0
P0RK1109,Bepé Naljor Namkha Gyatso,,sbas pa'i rnal 'byor nam mkha' rgya mtsho,སྦས་པའི་རྣལ་འབྱོར་ནམ་མཁའ་རྒྱ་མཚོ།,M,,,P1880|P0RK1110|P0RK1111,P9743,397.0
P0RK1110,Chöjé Zangpo Gyaltsen Pa,,chos rje bzang po rgyal mtshan pa,ཆོས་རྗེ་བཟང་པོ་རྒྱལ་མཚན་པ།,M,,,,P0RK1109,398.0
P0RK1111,Dorjé Dzinpa Sangye Özer,,rdo rje 'dzin pa sangs rgyas 'od zer,རྡོ་རྗེ་འཛིན་པ་སངས་རྒྱས་འོད་ཟེར།,M,,,,P0RK1109,399.0
P0RK1121,Jamyang Kün Ga Gyaltsen,,'jam dbyangs kun dga' rgyal mtshan,འཇམ་དབྱངས་ཀུན་དགའ་རྒྱལ་མཚན།,M,,,P0RK403,P9743,409.0
P2549,Lobpön Chödrak Ten Pel,,slob dpon chos grags bstan 'phel,སློབ་དཔོན་ཆོས་གྲགས་བསྟན་འཕེལ།,M,,,,P825,4258.0
P2548,Lobpön Sherab Gocha|Prajnavarman,,slob dpon shes rab go cha,སློབ་དཔོན་ཤེས་རབ་གོ་ཆ།,M,,,,P825,13642.0
P2550,Könchok Rinchen,,dkon mchog rin chen,དཀོན་མཆོག་རིན་ཆེན།,M,,,,P825,4260.0
P0RK588,Jé Tashi,,rje bkra shis,རྗེ་བཀྲ་ཤིས།,M,,,P870,P825,1235.0
P919,,,a wa dhU ti pa btsun mo can,ཨ་ཝ་དྷཱུ་ཏི་པ་བཙུན་མོ་ཅན།,M,1478.0,1542.0,P870,P825,11975.0
P3866,Drukpa Ngawang Drakpa Gyaltsen,,'brug pa ngag dbang grags pa rgyal mtshan,འབྲུག་པ་ངག་དབང་གྲགས་པ་རྒྱལ་མཚན།,M,1506.0,1538.0,P873,P825|P5869,6248.0
P5869,Jarpo Gomchen Chögyal Sönam Gyaltsen,,byar po sgom chen chos rgyal bsod nams rgyal mtshan,བྱར་པོ་སྒོམ་ཆེན་ཆོས་རྒྱལ་བསོད་ནམས་རྒྱལ་མཚན།,M,,,P3866,,8429.0
P7089,Lodrö Chögyal,,blo gros chos rgyal,བློ་གྲོས་ཆོས་རྒྱལ།,M,,,,P825,9729.0
P3CN19895,Naljorpa Ngawang Dön Yö Gyatso,,rnal 'byor pa ngag dbang don yod rgya mtsho,རྣལ་འབྱོར་པ་ངག་དབང་དོན་ཡོད་རྒྱ་མཚོ།,,,,P825,,
P5837,Depa Tsewang Tashi,,sde pa tshe dbang bkra shis,སྡེ་པ་ཚེ་དབང་བཀྲ་ཤིས།,M,,,P825,,8394.0
P5828,Tulku Ngawang Pekar Wangpo,,sprul sku ngag dbang pad dkar dbang po,སྤྲུལ་སྐུ་ངག་དབང་པད་དཀར་དབང་པོ།,M,,,P825,,8385.0
P3CN1822,Janak Chö Kyi Drakpa,,bya nag chos kyi grags pa,བྱ་ནག་ཆོས་ཀྱི་གྲགས་པ།,,,,P825,,
P5504,Zang Kar Lha Tsün Shyenpen Zangpo,,zangs dkar lha btsun gzhan phan bzang po,ཟངས་དཀར་ལྷ་བཙུན་གཞན་ཕན་བཟང་པོ།,M,,,P825,,8033.0
P5866,Depa Mingyur Rabten,,sde pa mi 'gyur rab brtan,སྡེ་པ་མི་འགྱུར་རབ་བརྟན།,M,,,P825,,8426.0
P5835,Tri Pön Tso Kyé Dorjé,,khri dpon Mtsho skyes rdo rje,ཁྲི་དཔོན་Mཚོ་སྐྱེས་རྡོ་རྗེ།,M,,,P825,,8392.0
P5836,Pön Drung Gönpo Rabten,,dpon drung mgon po rab brtan,དཔོན་དྲུང་མགོན་པོ་རབ་བརྟན།,M,,,P825,,8393.0
P5850,Pal Gyi Sengé,,dpal gyi seng+ge,དཔལ་གྱི་སེངྒེ།,M,,,P825,,8409.0
P871,Ku Sungwa Gyaltsen Lhündrub,,sku bsrung ba rgyal mtshan lhun grub,སྐུ་བསྲུང་བ་རྒྱལ་མཚན་ལྷུན་གྲུབ།,M,,,P920,P869,11451.0
P872,Tutob Yönten Yeshe,,mthu stobs yon tan ye shes,མཐུ་སྟོབས་ཡོན་ཏན་ཡེ་ཤེས།,M,,,P5796|P5797|P870|P5793,P869,11462.0
P5796,Wangchuk Gyaltsen,,dbang phyug rgyal mtshan,དབང་ཕྱུག་རྒྱལ་མཚན།,M,,,,P872,8350.0
P5797,Tsé Nyakpa,,rtse nyag pa,རྩེ་ཉག་པ།,M,,,,P872,8351.0
P5793,Mé Druk Khenpo,,smad 'brug mkhan po,སྨད་འབྲུག་མཁན་པོ།,M,,,,P872,8347.0
P5834,Ngak Dra Lobpön,,sngags grwa slob dpon,སྔགས་གྲྭ་སློབ་དཔོན།,M,,,P869,,8391.0
P5622,Gendün Sengé,,dge 'dun seng+ge,དགེ་འདུན་སེངྒེ།,M,,,,P826,8162.0
P5625,Tuksé Sam Drubpa,,thugs sras bsam grub pa,ཐུགས་སྲས་བསམ་གྲུབ་པ།,M,,,,P826,8165.0
P5624,Shar Kha Ré Chen,,shar kha ras chen,ཤར་ཁ་རས་ཆེན།,M,,,P920,P826,8164.0
P8350,Chöku Namkha Rinchen,,chos sku nam mkha' rin chen,ཆོས་སྐུ་ནམ་མཁའ་རིན་ཆེན།,M,,,P826,,11062.0
P5290,Lha Tong Lotsawa Shenyen Namgyal,,lha mthong lo tsA ba bshes gnyen rnam rgyal,ལྷ་མཐོང་ལོ་ཙཱ་བ་བཤེས་གཉེན་རྣམ་རྒྱལ།,M,1512.0,,P385|P814,P644,7804.0
P7269,Namdrol Zangpo,,rnam grol bzang po,རྣམ་གྲོལ་བཟང་པོ།,M,1504.0,,P2626|P814|P2387,P7270,9923.0
P2626,Ser Dok Penchen Dön Yö Drubpa,,gser mdog paN chen don yod grub pa,གསེར་མདོག་པཎ་ཆེན་དོན་ཡོད་གྲུབ་པ།,M,,,P396,P7269|P2387,4343.0
P7270,Mar Gom Sönam Lodrö,,dmar sgom bsod nams blo gros,དམར་སྒོམ་བསོད་ནམས་བློ་གྲོས།,M,1516.0,1581.0,P7269,P7846,9925.0
P7846,Tarpa Dorjé Pal Zang,,star pa rdo rje dpal bzang ,སྟར་པ་རྡོ་རྗེ་དཔལ་བཟང་།,M,,,P7270,,10524.0
P2GS1121,Do Pé Rabjam Pa Lodrö Chok,,mdo spe rab 'byams pa blo gros mchog,མདོ་སྤེ་རབ་འབྱམས་པ་བློ་གྲོས་མཆོག།,,,,P466,,
P2GS1115,Den Ma Kün Ga Drakpa,,ldan ma kun dga' grags pa,ལྡན་མ་ཀུན་དགའ་གྲགས་པ།,,,,P466,,
P1963,Ré Chen Rinchen Gyatso,,ras chen rin chen rgya mtsho,རས་ཆེན་རིན་ཆེན་རྒྱ་མཚོ།,M,,,P466,,3300.0
P1964,Lobpön Jamyang Rinchen,,slob dpon 'jam dbyangs rin chen,སློབ་དཔོན་འཇམ་དབྱངས་རིན་ཆེན།,M,,,P466,,3301.0
P0RK991,Lé Chen Yeshe Lhündrub,,las chen ye shes lhun grub,ལས་ཆེན་ཡེ་ཤེས་ལྷུན་གྲུབ།,M,,,P396,P2387,1526.0
P2787,Lekpa Gyaltsen,,legs pa rgyal mtshan,ལེགས་པ་རྒྱལ་མཚན།,M,,,P2852|P2786,P2387,4521.0
P2852,Ngawang Lodrö,,ngag dbang blo gros,ངག་དབང་བློ་གྲོས།,M,,,P2851,P2787,4592.0
P2851,Chöku Shakya Rinchen,,chos sku shAkya rin chen,ཆོས་སྐུ་ཤཱཀྱ་རིན་ཆེན།,M,,,P2850,P2852,4591.0
P2850,Sumchu,,sum cu,སུམ་ཅུ།,M,,,P2840,P2851,4590.0
P2840,Tsultrim Gönpo,,tshul khrims mgon po,ཚུལ་ཁྲིམས་མགོན་པོ།,M,,,P2849|P2839,P2850|P2841,4579.0
P2849,Ja Tang Chü Naljor,,bya btang chu'i rnal 'byor,བྱ་བཏང་ཆུའི་རྣལ་འབྱོར།,M,,,P2848,P2840,4588.0
P2848,Drak Chenpa Dorjé Pal,,brag chen pa rdo rje dpal,བྲག་ཆེན་པ་རྡོ་རྗེ་དཔལ།,M,,,P2847,P2849,4587.0
P2847,Serlingpa Tashi Pal,,gser gling pa bkra shis dpal,གསེར་གླིང་པ་བཀྲ་ཤིས་དཔལ།,M,1292.0,1365.0,P2846|P2CN20,P2848,4586.0
P2846,Né Nyingpa É Sengé,,gnas rnying pa a'i seng+ge,གནས་རྙིང་པ་ཨའི་སེངྒེ།,M,,,P95,P2847,4585.0
P2CN20,Sam Dingpa Shyönnu Drub,,bsam sdings pa gzhon nu grub,བསམ་སྡིངས་པ་གཞོན་ནུ་གྲུབ།,,,1319.0,P95,P2847,
P2839,Rigpé Dorjé,,rig pa'i rdo rje,རིག་པའི་རྡོ་རྗེ།,M,,,P88,P2840,4577.0
P2841,Chö Palzangpo,,chos dpal bzang po,ཆོས་དཔལ་བཟང་པོ།,M,,,P2840,P2842,4580.0
P2842,Tsultrim Zangpo,,tshul khrims bzang po,ཚུལ་ཁྲིམས་བཟང་པོ།,M,,,P2841,,4581.0
P2786,Drubchen Namkha Gyaltsen,,grub chen nam mkha' rgyal mtshan,གྲུབ་ཆེན་ནམ་མཁའ་རྒྱལ་མཚན།,M,,,P207|P2785,P2787,4520.0
P2785,Kuk Lungpa Sangye Pal Zang,,lkug lung pa sangs rgyas dpal bzang ,ལྐུག་ལུང་པ་སངས་རྒྱས་དཔལ་བཟང་།,M,1398.0,1465.0,P2784,P2786,4519.0
P2784,Shang Karwa Rinchen Gyaltsen,,shangs dkar ba rin chen rgyal mtshan,ཤངས་དཀར་བ་རིན་ཆེན་རྒྱལ་མཚན།,M,1353.0,1434.0,P2783,P2785,4518.0
P2783,Ritrö Ré Chen Sangye Sengé,,ri khrod ras chen sangs rgyas seng+ge,རི་ཁྲོད་རས་ཆེན་སངས་རྒྱས་སེངྒེ།,M,,,P2782|P1478,P9788|P2784|P2855,4517.0
P2782,Khyungpo Tsultrim Gönpo,,khyung po tshul khrims mgon po,ཁྱུང་པོ་ཚུལ་ཁྲིམས་མགོན་པོ།,M,,,P88|P89,P0RK695|P2783,4516.0
P1478,Lha Dong Sönam Döndrub,,lha sdong bsod nams don grub,ལྷ་སྡོང་བསོད་ནམས་དོན་གྲུབ།,M,,,P6183,P2783,2766.0
P9788,Men Gom Jé,,sman sgom rje,སྨན་སྒོམ་རྗེ།,M,,,P2783,P9789,12615.0
P9789,Lachi Ba,,la phyi ba,ལ་ཕྱི་བ།,M,,,P9788,,12616.0
P2855,Tulku Sangye Dorjé,,sprul sku sangs rgyas rdo rje,སྤྲུལ་སྐུ་སངས་རྒྱས་རྡོ་རྗེ།,M,,,P2783,P2856,4595.0
P2856,Tarpa Pal Zang,,thar pa dpal bzang ,ཐར་པ་དཔལ་བཟང་།,M,,,P2855,P2857,4596.0
P2857,Sangye Namgyal,,sangs rgyas rnam rgyal,སངས་རྒྱས་རྣམ་རྒྱལ།,M,,,P2856,P786,4597.0
P5152,Trewo Chö Kyi Gyatso,,tre bo chos kyi rgya mtsho,ཏྲེ་བོ་ཆོས་ཀྱི་རྒྱ་མཚོ།,M,,,P452|P1694|P821,P2387,7657.0
P3965,Kün Ga Chok Drub,,kun dga' mchog grub,ཀུན་དགའ་མཆོག་གྲུབ།,M,,,P1040|P3972|P4021,P2387,6357.0
P3972,Ra Tön Yönten Pal Zang,,rwa ston yon tan dpal bzang ,རྭ་སྟོན་ཡོན་ཏན་དཔལ་བཟང་།,M,,,P3990|P3971|P3996,P3965,6365.0
P3990,Khenchen Palden Döndrub,,mkhan chen dpal ldan don grub,མཁན་ཆེན་དཔལ་ལྡན་དོན་གྲུབ།,M,,,P1302,P3972,6385.0
P3971,Sherab Gyatso,,shes rab rgya mtsho,ཤེས་རབ་རྒྱ་མཚོ།,M,,,P3970,P3972,6364.0
P3970,Pang Tönpa,,spang ston pa,སྤང་སྟོན་པ།,M,,,P3229,P3971,6363.0
P3996,Jamyang,,'jam dbyangs,འཇམ་དབྱངས།,M,,,P1943,P3972,6391.0
P4021,Pakchok Drakpa Sönam,,'phags mchog grags pa bsod nams,འཕགས་མཆོག་གྲགས་པ་བསོད་ནམས།,M,,,P4022,P3965,6421.0
P4022,Manipa Lekpa Gyaltsen,,ma Ni pa legs pa rgyal mtshan,མ་ཎི་པ་ལེགས་པ་རྒྱལ་མཚན།,M,,,P4023,P4021,6422.0
P4023,Nyenpo Pa Palden Rinchen,,nyan po pa dpal ldan rin chen,ཉན་པོ་པ་དཔལ་ལྡན་རིན་ཆེན།,M,,,,P4022,6423.0
P3986,Sangye Özer,,sangs rgyas 'od zer,སངས་རྒྱས་འོད་ཟེར།,M,,,,P2387,6380.0
P2789,Jé Do Ringpa Kün Ga Gyaltsen,,rje rdo ring pa kun dga' rgyal mtshan,རྗེ་རྡོ་རིང་པ་ཀུན་དགའ་རྒྱལ་མཚན།,M,,,P2788|P3966|P2387,P1428,4523.0
P789,Drung Rampa Namkha Gyaltsen,,drung rams pa nam mkha' rgyal mtshan,དྲུང་རམས་པ་ནམ་མཁའ་རྒྱལ་མཚན།,M,,,P784,,10568.0
P1216,Khé Chok Drubpa Zangpo,,mkhas mchog grub pa bzang po,མཁས་མཆོག་གྲུབ་པ་བཟང་པོ།,M,,,P484,,2480.0
P1215,Pendrub Zangpo Tashi,,paN grub bzang po bkra shis,པཎ་གྲུབ་བཟང་པོ་བཀྲ་ཤིས།,M,1495.0,1564.0,P484,,2479.0
P498,Jam Gön Palden Tashi,,'jam mgon dpal ldan bkra shis,འཇམ་མགོན་དཔལ་ལྡན་བཀྲ་ཤིས།,M,,,P484,,7467.0
P8810,Dak Chen Kün Ga Delek Tashi Drakpa Gyaltsen,,bdag chen kun dga' bde legs bkra shis grags pa rgyal mtshan,བདག་ཆེན་ཀུན་དགའ་བདེ་ལེགས་བཀྲ་ཤིས་གྲགས་པ་རྒྱལ་མཚན།,M,1549.0,1588.0,P777|P785|P9151,,11562.0
P9151,Tubten Khenchen Jampa Rabten,,thub bstan mkhan chen byams pa rab brtan,ཐུབ་བསྟན་མཁན་ཆེན་བྱམས་པ་རབ་བརྟན།,M,,,P460|P2511,P9155|P8810,11933.0
P9155,Tsé Dongpa Ngawang Jikten Wangchuk Tashi Drakpa Gyaltsen,,rtse gdong pa ngag dbang 'jig rten dbang phyug bkra shis grags pa rgyal mtshan,རྩེ་གདོང་པ་ངག་དབང་འཇིག་རྟེན་དབང་ཕྱུག་བཀྲ་ཤིས་གྲགས་པ་རྒྱལ་མཚན།,M,1578.0,1625.0,P777|P9152|P9151|P2511,,11937.0
P9152,Tubten Khenchen Chö Özer,,thub bstan mkhan chen chos 'od zer,ཐུབ་བསྟན་མཁན་ཆེན་ཆོས་འོད་ཟེར།,M,,,P2511,P9155|P2664,11934.0
P9146,Ngawang Chok Lek Dorjé,,ngag dbang mchog legs rdo rje,ངག་དབང་མཆོག་ལེགས་རྡོ་རྗེ།,M,,,P2511,,11927.0
P9145,Tser Lungpa Karma Kün Ga Namgyal,,tsher lung pa karma kun dga' rnam rgyal,ཚེར་ལུང་པ་ཀརྨ་ཀུན་དགའ་རྣམ་རྒྱལ།,M,,,P2511,,11926.0
P9149,Ser Dokchen Khenchen Shakya Tendzin,,gser mdog can mkhan chen shAkya bstan 'dzin,གསེར་མདོག་ཅན་མཁན་ཆེན་ཤཱཀྱ་བསྟན་འཛིན།,M,,,P2511,,11930.0
P9148,Nyingjé Zangpo,,snying rje bzang po,སྙིང་རྗེ་བཟང་པོ།,M,,,P2511,,11929.0
P0RK1754,Chöjé Sharpa,,chos rje shar pa,ཆོས་རྗེ་ཤར་པ།,M,,,P2511,P780,935.0
P1366,Karma Ten Kyong Wangpo,,karma bstan skyong dbang po,ཀརྨ་བསྟན་སྐྱོང་དབང་པོ།,M,1606.0,1642.0,P1692|P2511,,2645.0
P9153,Shyab Drung Gar Chen,,zhabs drung sgar chen,ཞབས་དྲུང་སྒར་ཆེན།,M,,,P2511,,11935.0
P1367,Dé Si Tsangpa Karma Püntsok Namgyal,,sde srid gtsang pa karma phun tshogs rnam rgyal,སྡེ་སྲིད་གཙང་པ་ཀརྨ་ཕུན་ཚོགས་རྣམ་རྒྱལ།,M,1597.0,1632.0,P1428|P2511,,2646.0
P9150,Tubten Khenpo Sönam Chö Pel,,thub bstan mkhan po bsod nams chos 'phel,ཐུབ་བསྟན་མཁན་པོ་བསོད་ནམས་ཆོས་འཕེལ།,M,,,P2511,,11932.0
P5945,Ta Nak Khenpo Chö Namgyal,,rta nag mkhan po chos rnam rgyal,རྟ་ནག་མཁན་པོ་ཆོས་རྣམ་རྒྱལ།,M,,,P779,,8511.0
P1PD108836,Kün Ga Tsé Ten,,kun dga' tshe brtan,ཀུན་དགའ་ཚེ་བརྟན།,,,,P2516,,
P0RK1672,Khenchen Chö Drub Sengé,,mkhan chen chos grub seng+ge,མཁན་ཆེན་ཆོས་གྲུབ་སེངྒེ།,M,,,P0RK1671,P10000,877.0
P0RK1671,Khenchen Chö Kyi Wangchuk,,mkhan chen chos kyi dbang phyug,མཁན་ཆེན་ཆོས་ཀྱི་དབང་ཕྱུག།,M,,,P2011,P0RK1672,876.0
P2011,Pema Zangpo,,pad+ma bzang po,པདྨ་བཟང་པོ།,M,,,P2460,P0RK1671,3674.0
P7207,Khenchen Sönam Gyatso,,mkhan chen bsod nams rgya mtsho,མཁན་ཆེན་བསོད་ནམས་རྒྱ་མཚོ།,M,,,P3183,P2607,9859.0
P0RK1544,Lama Sönam Chokden,,bla ma bsod nams mchog ldan,བླ་མ་བསོད་ནམས་མཆོག་ལྡན།,M,,,P0RK1543,P2607,775.0
P0RK1543,Ngakchang Jikme Pawo,,sngags 'chang 'jigs med dpa' bo,སྔགས་འཆང་འཇིགས་མེད་དཔའ་བོ།,M,,,P3182,P0RK1544,774.0
P3185,Jamyang Wangchuk Gyaltsen,,'jam dbyangs dbang phyug rgyal mtshan,འཇམ་དབྱངས་དབང་ཕྱུག་རྒྱལ་མཚན།,M,,,P3184,P2604,5506.0
P3184,Yongdzin Shakya Kün Ga,,yongs 'dzin shAkya kun dga',ཡོངས་འཛིན་ཤཱཀྱ་ཀུན་དགའ།,M,,,P3254|P3057|P3207,P3185|P3255,5505.0
P3254,Khedrub Rinchen Namgyal,,mkhas grub rin chen rnam rgyal,མཁས་གྲུབ་རིན་ཆེན་རྣམ་རྒྱལ།,M,,,P3183,P3184,5582.0
P3207,Jamyang Ngawang,,'jam dbyangs ngag dbang ,འཇམ་དབྱངས་ངག་དབང་།,M,,,P3183,P3184,5531.0
P3255,La Chen Yeshe Zangpo,,bla chen ye shes bzang po,བླ་ཆེན་ཡེ་ཤེས་བཟང་པོ།,M,,,P3184,P2604,5583.0
P7208,Gewé Wangpo,,dge ba'i dbang po,དགེ་བའི་དབང་པོ།,M,,,P2604,,9860.0
P2603,Khé Chok Namgyal Tashi,,mkhas mchog rnam rgyal bkra shis,མཁས་མཆོག་རྣམ་རྒྱལ་བཀྲ་ཤིས།,M,,,P2604,,4318.0
P3071,Tö Sam Ling Lobpön Gendün Yar Pel,,thos bsam gling slob dpon dge 'dun yar 'phel,ཐོས་བསམ་གླིང་སློབ་དཔོན་དགེ་འདུན་ཡར་འཕེལ།,M,,,P3070,P162,5383.0
P3070,Tsultrim Chö Pel,,tshul khrims chos 'phel,ཚུལ་ཁྲིམས་ཆོས་འཕེལ།,M,,,P1550,P3071,5382.0
P9736,Paljor Gyaltsen,,dpal 'byor rgyal mtshan,དཔལ་འབྱོར་རྒྱལ་མཚན།,M,,,P105,,12559.0
P9419,Ku Wön Gendün Jikme,,sku dbon dge 'dun 'jigs med,སྐུ་དབོན་དགེ་འདུན་འཇིགས་མེད།,M,1785.0,1843.0,P105,,12222.0
P833,Do Chenpa Tsewang Chimé Gönpo,,mdo chen pa tshe dbang 'chi med mgon po,མདོ་ཆེན་པ་ཚེ་དབང་འཆི་མེད་མགོན་པོ།,M,1755.0,1807.0,P105,,11040.0
P4884,Lha Tsé Lo Zang Tendzin,,lha rtse blo bzang bstan 'dzin,ལྷ་རྩེ་བློ་བཟང་བསྟན་འཛིན།,M,,,P105,,7364.0
P8,Gangkar Chödé Lobpön,,gangs dkar chos sde slob dpon,གངས་དཀར་ཆོས་སྡེ་སློབ་དཔོན།,M,,,,,10686.0
P12,Bar Tsowa Jikme Tendzin|Bartso-wa i jigme tenzin.,,'bar 'tsho ba 'jigs med bstan 'dzin,འབར་འཚོ་བ་འཇིགས་མེད་བསྟན་འཛིན།,M,1880.0,,,,2461.0
P13,Bar Tsowa Tsering Paljor|Bartso-wa tsering paljor,,'bar 'tsho ba tshe ring dpal 'byor,འབར་འཚོ་བ་ཚེ་རིང་དཔལ་འབྱོར།,M,1921.0,,,,2572.0
P20,Atsarya Rinchen Chok,,A tsA rya rin chen mchog,ཨཱ་ཙཱ་རྱ་རིན་ཆེན་མཆོག།,M,,,,,3660.0
P36,Zang Ri Dé Si Lo Zang Tutob,,zangs ri sde srid blo bzang mthu stobs,ཟངས་རི་སྡེ་སྲིད་བློ་བཟང་མཐུ་སྟོབས།,M,,,P37,,5954.0
P40,Yungdrung Gyaltsen,,g.yung drung rgyal mtshan,གཡུང་དྲུང་རྒྱལ་མཚན།,M,,,,P39,6396.0
P41,Jungné Sengé,,'byung gnas seng+ge,འབྱུང་གནས་སེངྒེ།,M,,,,P39,6504.0
P42,Pandita Su Ma Ti,,paN+Di ta su ma ti,པཎྜི་ཏ་སུ་མ་ཏི།,M,,,,P39,6612.0
P45,Bepé Naljor,,sbas pa'i rnal 'byor,སྦས་པའི་རྣལ་འབྱོར།,M,,,,P39,6942.0
P46,Rahula,,rA hu la,རཱ་ཧུ་ལ།,M,,,P0RK1333,P39,7052.0
P0RK1333,Yeshe Kyi Gönpo,,ye shes kyi mgon po,ཡེ་ཤེས་ཀྱི་མགོན་པོ།,M,,,,P46,592.0
P49,Mé'u Tönpa,,rme'u ston pa,རྨེའུ་སྟོན་པ།,M,,,P39,,7381.0
P50,Yorpo Gyamo Chewa,,g.yor po rgya mo che ba,གཡོར་པོ་རྒྱ་མོ་ཆེ་བ།,M,,,P39,,7489.0
P51,Ngul Tön Rin Wang,,dngul ston rin dbang ,དངུལ་སྟོན་རིན་དབང་།,M,,,P39,,7600.0
P52,La Töpa Könchok Khar,,la stod pa dkon mchog mkhar,ལ་སྟོད་པ་དཀོན་མཆོག་མཁར།,M,,,P39|P1615|P0RK1511,P0RK1513,7709.0
P0RK1511,Dorjé Sa Ten,,rdo rje sra brtan,རྡོ་རྗེ་སྲ་བརྟན།,M,,,P3143|P0RK1519,P52,745.0
P0RK1519,Geshé Kyab Seng,,dge bshes skyabs seng ,དགེ་བཤེས་སྐྱབས་སེང་།,M,,,P0RK1518,P0RK1511,752.0
P0RK1518,Kyangpa Chö Lo,,rkyang pa chos blo,རྐྱང་པ་ཆོས་བློ།,M,,,P753,P0RK1519,751.0
P0RK1513,Wangchuk Rinchen,,dbang phyug rin chen,དབང་ཕྱུག་རིན་ཆེན།,M,,,P52,P7156,746.0
P7156,Sapuk Pa Shakya Dorjé|Shakya badz+ra,,sa phug pa shAkya rdo rje,ས་ཕུག་པ་ཤཱཀྱ་རྡོ་རྗེ།,M,,,P5897|P0RK1513|P7155,P0RK1515|P3090,9802.0
P7155,Khenpo Wangchuk Rinchen,,mkhan po dbang phyug rin chen,མཁན་པོ་དབང་ཕྱུག་རིན་ཆེན།,M,,,P7154,P7156,9801.0
P7154,Tangpa Könchok Bar,,tang pa dkon mchog 'bar,ཏང་པ་དཀོན་མཆོག་འབར།,M,,,P7153,P7155,9800.0
P7153,Khön Tön Shyönnu,,'khon ston gzhon nu,འཁོན་སྟོན་གཞོན་ནུ།,M,,,P7152,P7154,9799.0
P7152,Shyang Rinchen Yeshe,,zhang rin chen ye shes,ཞང་རིན་ཆེན་ཡེ་ཤེས།,M,,,P7151,P7153,9798.0
P7151,Drubtob Hung Bar,,grub thob hUM 'bar,གྲུབ་ཐོབ་ཧཱུཾ་འབར།,M,,,P7150,P7152,9797.0
P7150,Gya Pé Gompa,,rgya dpe sgom pa,རྒྱ་དཔེ་སྒོམ་པ།,M,,,P1405,P7151,9796.0
P0RK1515,Rongpa Chö Gön,,rong pa chos mgon,རོང་པ་ཆོས་མགོན།,M,,,P7156,P1053,748.0
P57,Tsang Dawa Chöden Rabjor,,gtsang mda' ba chos ldan rab 'byor,གཙང་མདའ་བ་ཆོས་ལྡན་རབ་འབྱོར།,M,,,P55,,8247.0
P63,Nyalwa Lodrö Tsungmé,,gnyal ba blo gros mtshungs med,གཉལ་བ་བློ་གྲོས་མཚུངས་མེད།,M,,,,P4312|P55,8879.0
P85,Khedrub Changchub Gyaltsen,,mkhas grub byang chub rgyal mtshan,མཁས་གྲུབ་བྱང་ཆུབ་རྒྱལ་མཚན།,M,,,P4312,P86,11220.0
P86,Lobpön Namkha Drakpa,,slob dpon nam mkha' grags pa,སློབ་དཔོན་ནམ་མཁའ་གྲགས་པ།,M,,,P85,,11329.0
P87,Khedrub Jinpa Dargyé,,mkhas grub sbyin pa dar rgyas,མཁས་གྲུབ་སྦྱིན་པ་དར་རྒྱས།,M,1558.0,,,,11440.0
P90,Nyi Tokpa,,nyi thog pa,ཉི་ཐོག་པ།,M,,,,P88,11765.0
P91,Khenpo Tsultrim Sherab,,mkhan po tshul khrims shes rab,མཁན་པོ་ཚུལ་ཁྲིམས་ཤེས་རབ།,M,,,,P88,11876.0
P92,Shakya Bum,,shAkya 'bum,ཤཱཀྱ་འབུམ།,M,,,,P88,11985.0
P93,Sa Tön Lha Rin,,sa ston lha rin,ས་སྟོན་ལྷ་རིན།,M,,,,P88,12092.0
P96,Könchok Kyab,,dkon mchog skyabs,དཀོན་མཆོག་སྐྱབས།,M,,,,P88,12414.0
P97,Khedrub Sangye Yeshe,,mkhas grub sangs rgyas ye shes,མཁས་གྲུབ་སངས་རྒྱས་ཡེ་ཤེས།,M,1525.0,,P100|P2286|P98|P2280|P99|P4361|P5661|P2320|P997,P719,12521.0
P100,Ta Nakpa Gendün Lo Zang,,rta nag pa dge 'dun blo bzang ,རྟ་ནག་པ་དགེ་འདུན་བློ་བཟང་།,M,,,P719|P477|P997,P97,1533.0
P98,Geshé Yönten Zangpo,,dge bshes yon tan bzang po,དགེ་བཤེས་ཡོན་ཏན་བཟང་པོ།,M,,,,P97,12628.0
P2280,Penchen Rigpé Sengé,,paN chen rig pa'i seng+ge,པཎ་ཆེན་རིག་པའི་སེངྒེ།,M,,,P2281,P97,3967.0
P2281,Penchen Dön Yöpa,,paN chen don yod pa,པཎ་ཆེན་དོན་ཡོད་པ།,M,,,P2282,P2280|P5661,3968.0
